sentence,translated,fuel,machine,others,part,price,service
Masih nyaman Pajero karna Pajero lebih banyak peminat nya dari pada Fortuner,Pajero tong do nyaman alana gumodang fans ni Pajero sian Fortuner .,neutral,neutral,negative,neutral,neutral,neutral
"4 tahun pakai Altis , irit bbm banget apalagi buat luar kota","4 taon mamakke Altis, sangat hemat BBM apalagi tu luar kota",positive,neutral,neutral,neutral,neutral,neutral
Sudah 4 tahun lebih pakai mobil Honda ini . benar-benar mantap ! Pantas jadi MOBIL SEJUTA UMAT nya sedunia . Tidak pernah mengalami masalah sama sekali .,Nunga lobi 4 taon au mamakke mobil Honda on. tung mansai luar biasa do! Ndang pola longang roha molo mobil ni bangso ni portibi on do i. Ndang hea adong masalah sama sekali.,neutral,neutral,positive,neutral,neutral,neutral
"Gue cuma punya setahun Grand Livina, cuma dipakai ke Bali, tenaga nya lemot banget.","Holan sataon do Grand Livina i di ahu, holan tu Bali do hupangke, lambat do tutu dayana.",neutral,positive,neutral,neutral,neutral,neutral
"Tetapi menurut saya honda masih terlalu pelit untuk ac - nya ,","Alai menurut au tong do terlalu pelit Honda dohot AC na,",neutral,neutral,neutral,negative,neutral,neutral
Toyota Avanza versi terbaru pun menghadirkan pedal gas yang lebih ringan untuk diinjak sehingga anda bisa memperoleh tingkat kenyamanan lebih mudah .,Versi terbaru ni Toyota Avanza on pe adong do pedal gas na ringan diinjak asa boi dapot tingkat kenyamanan na lebih nyaman.,neutral,neutral,neutral,positive,neutral,neutral
Wah bengkel toyota pelayanan nya bagus banget nih . ini sih nunggu berjam-jam di bengkel juga gak bakal bosen kalo semuanya disediain di sini :D,"Wah, bengkel Toyota on memang denggan do pelayananna. Nang pe paimahon marjam-jam di bengkel ndang bosan molo sude diparade dison :D",neutral,neutral,neutral,neutral,neutral,positive
jazz tarikan nya jauh lebih halus daripada brio,Tarikan ni Jazz jauh lebih lancar sian Brio .,neutral,negative,neutral,neutral,neutral,neutral
"Toyota Fortuner adalah kendaraan yang benar-benar di atas harapan . Setelah beberapa lama menggunakan nya , konsumsi bahan bakar kendaraan ini cukup baik dan bisa diandalkan .","Toyota Fortuner ima sada kendaraan na botul-botul melebihi harapan. Dung dipangke manang na piga leleng, konsumsi bahan bakar ni kendaraan on cukup denggan jala boi dihaporseai.",positive,neutral,positive,neutral,neutral,neutral
Jazz enak . tetapi mahal harga dan perawatan gila .,Jazz do na denggan. alai arga mahal jala perawatan gila.,neutral,neutral,positive,neutral,negative,negative
gue enggak menyangka xpander bisa sebagus ini .,Dang hurimpu songon on denggan ni Xpander on.,neutral,neutral,positive,neutral,neutral,neutral
fortuner sempit di belakang kalau pajero luas duduk nya ga mentok,"Fortuner sompit di pudi, sedangkan Pajero bidang, kursi dang sahat tu batas",neutral,neutral,neutral,positive,neutral,neutral
"mesin 3SZ - VE 1500 cc ini memang lebih pas di badan Avanza , bertenaga namun efisien","Mesin 3SZ-VE 1500 cc lebih cocok tu badan Avanza, kuat alai hemat",neutral,positive,neutral,neutral,neutral,neutral
ane tetep megang mobilio daripada avanza . . ga enak banget avanza .. rasa berkendara nya enakan mobilio ..,Tong dope hupillit Mobilio sian Avanza. . Dang apala nyaman Avanza on... dumenggan do pengalaman berkendara sian Mobilio.,neutral,neutral,positive,neutral,neutral,neutral
Saya juga pakai hrv om . impresi nya sangat luar biasa dan enak banget dikendarai baik dalam dan luar kota hrv terbaik,"Au pe mamakke HRV do, lae. Kesan na mansai luar biasa jala mansai nyaman marmotor baik di bagasan dohot di luar kota, HRV terbaik",neutral,neutral,positive,neutral,neutral,neutral
"Kenapa saya suka dengan mobil Avanza , karena selain nyaman mobil ini mesin nya juga terpelihara dan terjaga . Jadi apabila kita hendak pergi ke luar kota atau pergi jauh mesin nya tetap awet .","Boasa lomo rohangku tu mobil Avanza? Asing ni nyaman, mesin ni mobil on pe denggan do dirawat jala dijaga. Jadi molo naeng tu luar kota manang tu na dao hita, tongtong do tahan lama mesinna.",neutral,positive,positive,neutral,neutral,neutral
Toyota Rush irit,Toyota rush hemat do .,positive,neutral,neutral,neutral,neutral,neutral
Mending Calya harga stabil,Tumagon ma molo stabil arga ni si Calya,neutral,neutral,neutral,neutral,positive,neutral
sebagai jiwa petualang saya yakin beli brio karena lincah kalau untuk lari,"Sebagai jiwa petualang, yakin do au manuhor Brio ala lincah molo marlojong.",neutral,positive,neutral,neutral,neutral,neutral
"Wuling confero , mesin gardan oke dan mantap , mesin andal di kelas nya ,","Wuling Confero, mesin as bagus dan mantap, mesin andal di kelasnya,",neutral,positive,neutral,neutral,neutral,neutral
@hondajazz_id pelayanan bengkel honda pluit jelek,@hondajazz_id Layanan bengkel Honda Pluit buruk,neutral,neutral,neutral,neutral,neutral,negative
"grand livina cuma menang di interior, mesin tetap kalah.","Grand Livina holan monang di pedalaman, mesin tong do talu.",neutral,negative,neutral,positive,neutral,neutral
"tapi mazda kadang mahal , harga purnajual enggak seberapa","alai Mazda sipata arga do, harga purna jual dang godang",neutral,neutral,neutral,neutral,negative,neutral
layanan Purnajual Toyota Dinilai Paling Memuaskan,Layanan Purna Jual Toyota Dinilai Paling Memuaskan .,neutral,neutral,neutral,neutral,neutral,positive
Gue punya selis sudah 4 tahun. masih awet. batre sama kontroler nya enggak pernah masalah.,Nunga 4 taon au marsahit Cellis. tahan lama dope. Batere dohot kontroler dang hea adong masalah.,neutral,neutral,positive,positive,neutral,neutral
avanza bahan bakar nya boros banget,Avanza on memang boros do bahan bakar .,negative,neutral,neutral,neutral,neutral,neutral
"Lagi mikir , mobil murah dan perawatan mudah kan Avanza , tapi kok gak ada perusahaan taksi yang pake ya ? Kan enak penumpang nya bisa 6 orang .","Molo nipingkiri, mobil na mura jala mura dirawat do Avanza on, alai boasa ndang adong perusahaan taksi na mamangke mobil i? Mansai tabo do ala boi muat 6 penumpang.",neutral,neutral,neutral,neutral,positive,positive
"Enggak semua bengkel AHASS HONDA servis nya keren , motor gue servis dicsitu malah sama saja kayak enggak diservis ! Udah mahal ! Payah lagi !","Ndang sude bengkel AHASS HONDA na hebat pelayananna, motorhu diservis disi alai dos do songon na so diservis saotik pe! Nunga arga be! Jahat muse!",neutral,neutral,neutral,neutral,neutral,negative
Avanza mobil yang cocok adalah yang irit,Mobil Avanza na pas ima mobil na hemat bahan bakar .,positive,neutral,neutral,neutral,neutral,neutral
Alhamdulillah saya tidak salah pilih memilih kendaraan buat usaha selain dari tenaga nya yang lumayan kencang vario 125 kokoh buat bawa beban banyak dan irit sangat bbm - nya,"Alhamdulillah ndang sala ahu mamillit kendaraan tu usahangku Asing ni gogona na lumayan hatop, Vario 125 on kokoh do laho mamboan boban na borat jala mansai hemat bahan bakar.",positive,positive,positive,neutral,neutral,neutral
fortuner ini mobil yang paling gagah dan elegan di kelas nya,Mobil Fortuner on ma mobil na paling gagah jala elegan di kelasna .,neutral,neutral,positive,neutral,neutral,neutral
Mobil lmpv paling enak mesin dan handling nya .. sayang fitur nya nanggung banget belum ada smartkey,"Mobil LMPV on do na paling denggan mesin dohot penangananna... maila do fiturna songon i hurang memadai, dang adong dope kunci pintar.",neutral,positive,neutral,negative,neutral,neutral
pajero lah yg menang soal nya dia hemat karena solar Dan lebih nyaman,Pajero do na monang ala hemat BBM jala lebih nyaman .,positive,neutral,positive,neutral,neutral,neutral
"Beat 2010 merupakan varian beat terbaik di kelas nya dengan tampilan sporty dan aeorodinamis yang baik sehingga sangat lincah di jalanan sewaktu merangsek di kemacetan , lagi pilihan warna juga desain sangat cocok untuk muda di semua gender .","Beat 2010 ima varian Beat terbaik di kelasna dohot penampilan na sportif dohot aeorodinamika na denggan jadi sangat lincah di dalan tikki mendorong melalui macet, muse pilihan warna dohot desain na sangat cocok tu akka naposo sian sude jenis kelamin.",neutral,positive,positive,positive,neutral,neutral
mobilio memang paling enak buat low mpv,Mobilio memang terbaik untuk MPV rendah .,neutral,neutral,positive,neutral,neutral,neutral
Saya lebih suka fortuner dibandingkan pajero,Lebih suka au Fortune sian Pajero .,neutral,neutral,negative,neutral,neutral,neutral
Calya bagus cantik irit dan terjangkau,"Calya na denggan, uli, hemat jala terjangkau",positive,neutral,neutral,positive,positive,neutral
Xeli lumayan irit bbm 1:9 dalam kota ( belum pernah bawa ke luar kota ) .,Xeli cukup hemat BBM 1:9 di kota (ndang hea diusir sian kota).,positive,neutral,neutral,neutral,neutral,neutral
Gw sih pilih fortuner karena enteng klo di jalan jelek,Hupillit ma Fortuner ala ringan do di dalan na so denggan.,neutral,neutral,positive,neutral,neutral,neutral
"mobilio oke banget secara keseluruhan, tapi buat pilihan warna nya gak menarik","Mobilio on memang denggan secara keseluruhan, alai pilihan warnana dang menarik",neutral,neutral,positive,negative,neutral,neutral
jazz jauh lebih praktis dipake kalo dibanding brio,Jazz on jauh lebih praktis dipangke dibandingkon Brio .,neutral,neutral,negative,neutral,neutral,neutral
si xexi tarikan oke . lari 120 di cipularang oke saja itu .,Denggan do tarik ni Xexi i. Lari 120 di Cipularang oke do.,neutral,positive,neutral,neutral,neutral,neutral
jarang-jarang loh ada after sales service yang sebagus nissan,Jarang do jumpang layanan purna jual na denggan songon Nissan .,neutral,neutral,neutral,neutral,neutral,positive
keseluruhan mobil Wuling confero S 1.5 L Lux+ ini direkomendasikan banget .,"Secara keseluruhan, mobil lux + 1,5 l sangat disarankan.",neutral,neutral,positive,neutral,neutral,neutral
Mesin diesel yg paling kondang sampai ke kampung kampung ya Mitsubishi,Mesin solar na paling terkenal nang pe di huta-huta ima Mitsubishi .,neutral,positive,neutral,neutral,neutral,neutral
sangat berkesan dengan Avanza karena harga nya yang murah dibanding dengan mobil sekelas nya ( saya beli bekas ) .,Mansai kagum do ahu tu Avanza on ala mura do argana dibandinghon mobil na di kelasna (hutuhor bekas).,neutral,neutral,neutral,neutral,positive,neutral
mobilio bagus banget design body nya juga oke banget,"Mobilio memang bagus, desain bodi na pe memang bagus",neutral,neutral,positive,positive,neutral,neutral
Pajero sport mobil impian gue bro keren nya gak ada yang bisa ngalahin,"Pajero Sport do mobil impianku bro, mantap hian, dang adong na boi manaluhon",neutral,neutral,positive,neutral,neutral,neutral
Fortuner tampang sih keren tp power nya letoy bos,"Keren do idaon Fortuner alai gale do gogona, bos",neutral,negative,neutral,positive,neutral,neutral
Honda Beat luar biasa . Mesin nya bandel . Enggak pernah mogok sekalipun .,Honda Beat luar biasa. Mesin na tangkas do. Ndang hea sega nang pe sahali.,neutral,positive,positive,neutral,neutral,neutral
"pilihan ku enggak salah , terios ini mobil direkomendasikan banget .","Ndang sala pilihanku, Terios on mobil na sangat direkomendasihon.",neutral,neutral,positive,neutral,neutral,neutral
Daihatsu Ayla tuh yang lebih murah dan irit mah .,Daihatsu Ayla lebih murah dan lebih hemat bahan bakar.,positive,neutral,neutral,neutral,positive,neutral
"sudah 3 tahun saya pakai Honda Vario , sangat nyaman dipakai dan pasti nya irit","Nunga 3 taon ahu mamangke Honda Vario, mansai nyaman do dipangke jala pasti hemat",positive,neutral,positive,neutral,neutral,neutral
secara keseluruhan sih vario lebih bagus daripada mio,"Secara keseluruhan, dumenggan do Vario sian Mio.",neutral,neutral,negative,neutral,neutral,neutral
"ternyata GPS bawaan xenia nya enggak mengecewakan , anak-anak senang . Lumayan pintar lah , kalau saya bohongi rute nya dia tetap bisa kalkulasi ulang rute yang saya ambil .","Ternyata GPS na adong di Xenia i dang mengecewahon, las do roha ni dakdanak i. Memang cukup pintar do, molo tung pe margabus ahu taringot tu rute i, boi dope dietong muse rute na hubolus.",neutral,neutral,neutral,positive,neutral,neutral
Mobil Honda semuanya punya tempat penyimpanan yang banyak,Sude mobil Honda godang do inganan penyimpanan.,neutral,neutral,neutral,positive,neutral,neutral
sampai saat ini tingkat kenyamanan calya tidak ada yang menandingi .,"Sahat tu saonari, ndang adong na tartandingi tingkat kenyamanan ni si Calya.",neutral,neutral,positive,neutral,neutral,neutral
"Untuk yang keseharian nya selalu menggunakan kendaraan , motor honda scoopy sangat cocok untuk anda , body yang elegan bahan bakar yang irit dan motor yang nyaman saat dikendarai sangat cocok untuk semua kalangan ;)","Tu angka na sai mamangke kendaraan siganup ari, motor Honda Scoopy on mansai cocok do di hamu, badan na elegan, hemat bahan bakar jala motor na nyaman molo diboan mansai cocok do i tu sude kelompok ;)",positive,neutral,positive,positive,neutral,neutral
Calya ini mobil jelek pelan pula untuk apa dibeli,"Mobil na jelek do Calya on, boasa manuhor?",neutral,neutral,negative,neutral,neutral,neutral
"Pas lihat tadi Suzuki Baleno 2017 ini di GIIAS lumayan banget buat harga segitu , murah .","Tingki hubereng Suzuki Baleno 2017 di GIIAS nakkin, lumayan denggan do tu arga i, murah.",neutral,neutral,neutral,neutral,positive,neutral
"Saya lihat bodi mobilio sangat tipis dan rentan penyok , di jalanan banyak yang bodi nya penyok","Hubereng do badan ni Mobilio on mansai tipis jala rawan marlekuk, di dalan-dalan godang do na marlekuk badan.",neutral,neutral,neutral,negative,neutral,neutral
jazz lebih bandel kalo dibanding brio,Jazz do na taring dibanding Brio.,neutral,negative,neutral,neutral,neutral,neutral
"Payah nih bengkel mitsubishi PT Wicaksana Berlian Motor , dijanjiin servis sama operator nya tapi pas datang , bengkel nya ternyata libur","Mora do bengkel Mitsubishi PT Wicaksana Berlian Motor on, dihaporsea servis ma tu operator, tapi tonggo maradong ma bengkel i.",neutral,neutral,neutral,neutral,neutral,negative
dibuat bermanuver tajam juga masih tetep oke si honda brio ini,"Dung diulak-ulak mar manuver na lobi, taring do Honda Brio on.",neutral,positive,neutral,neutral,neutral,neutral
Yang pertama Li biru dlx+ tahun 2004 AXIC - 1308 . Mobil mantap . Dibawa keliling pulau jawa tanpa ada masalah . baik-baik saja . Lewat tanjakan asoy pula .,Na parjolo Li biru DLX+ taon 2004 AXIC - 1308. Mobil taring. Dihutai keliling tu Pulau Jawa ndang adong hamu. Bai-bai ma. Na lobi tanjakan asoy dope.,neutral,neutral,positive,neutral,neutral,neutral
Xpander lebih memiliki kesan Gahar dari eksterior .,Xpander do na marsongon taring sian na boti luarna.,neutral,neutral,neutral,positive,neutral,neutral
"cocok banget brio ini buat ke kampus, desain body yang kecil gak bikin lebay buat dipakai mahasiswa","Pas do Brio on marpature tu kampus, desain bodina na pitik ndang buat na malim dipake mahasiswa.",neutral,neutral,positive,positive,neutral,neutral
baru sebulan udah sampe inden fortuner mantap sekali,"Dang baru bulan sada, dung so inden Fortuner, taring do.",neutral,neutral,neutral,neutral,neutral,positive
Naik pajero goyang nya parah mending naik inova,"Naik Pajero, joget-johet hian, molo naik innova dumenggan",neutral,neutral,positive,neutral,neutral,neutral
pengalaman berkendara nya sangat menyenangkan pakai Avanza karena suara mesin nya yang halus,"Ngeri situtu marhalak mobil Avanza on, alani lambok ni soara ni mesinna",neutral,positive,neutral,neutral,neutral,neutral
"agya agak sedikit mengecewakan, gak bagus","Agak mengecewakan do si agya on, ndang denggan ",neutral,neutral,negative,neutral,neutral,neutral
Di samping harga nya yang terjangkau motor matic vario irit bahan bakar dan nyaman untuk digunakan dalam melaksanakan kegiatan sehari-hari .,"Gabe arga na mura, hemat do musek bensin ni motor vario on, jala lambok dipangke lano mangaradoti ulaon ganup ari",positive,neutral,positive,neutral,positive,neutral
"dengan harga yang cukup ekonomis, style body dari calya termasuk elegan","denggan arga na mura, rumang ni Calya i tarida uli jalan manarik",neutral,neutral,neutral,positive,positive,neutral
